id,timezone,venue_id,race_number,distance,condition_id,weather_id,total_pool_one_win,total_pool_one_place,total_pool_two_win,total_pool_two_place,total_pool_three_win,total_pool_three_place
676,2016-07-13 07:35:00,46,5,1600,4,2,12688.26,,11091.5,3235.0,11339.2,3235.0
677,2016-07-13 07:45:00,19,8,2100,6,1,40495.21,,25323.5,9329.5,44097.0,9329.5
678,2016-07-13 08:12:00,46,6,1600,4,2,11977.8,,9678.5,2591.5,13627.5,2591.5
679,2016-07-13 08:20:00,19,9,2100,6,1,27483.65,,29762.0,11844.5,68515.1,11844.5
680,2016-07-13 08:55:00,19,10,1000,6,1,39834.42,,23650.0,7044.0,52444.7,7044.0
681,2016-07-14 02:20:00,70,1,1400,5,1,17465.73,,26540.5,14141.0,17238.7,14141.0
682,2016-07-14 02:40:00,89,1,1050,5,1,9957.93,,7241.5,2443.5,10695.3,2443.5
683,2016-07-14 02:55:00,70,2,1000,5,1,27829.98,,35384.5,21134.0,22613.8,21134.0
684,2016-07-14 03:00:00,3,1,1000,3,1,33196.99,,16510.0,7248.0,30940.3,7248.0
685,2016-07-14 03:20:00,89,2,1100,5,1,39659.7,,12613.5,4123.0,12963.5,4123.0
686,2016-07-14 03:30:00,3,2,1400,3,1,36438.96,,17750.0,9663.0,32098.9,9663.0
687,2016-07-14 03:35:00,70,3,1200,5,1,34725.07,,43260.6,16826.0,12792.4,16826.0
688,2016-07-14 03:55:00,89,3,1100,5,1,16622.54,,9924.5,3977.0,10812.8,3977.0
689,2016-07-14 04:00:00,3,3,1600,3,1,27098.99,,17467.0,7390.0,27743.2,7390.0
690,2016-07-14 04:10:00,70,4,1400,5,1,43421.4,,55409.0,28785.0,21885.8,28785.0
691,2016-07-14 04:18:00,13,1,1100,5,1,11203.84,,6274.5,2302.5,11759.0,2302.5
692,2016-07-14 04:30:00,3,4,1600,3,1,17756.17,,21830.0,9226.0,28746.1,9226.0
693,2016-07-14 04:35:00,89,4,1200,5,1,22784.31,,9292.0,3995.0,9290.39,3995.0
694,2016-07-14 04:50:00,70,5,1200,5,1,54056.03,,49758.0,22858.5,20907.9,22858.5
695,2016-07-14 04:57:00,13,2,1000,5,1,11124.82,,12509.5,3523.0,20491.0,3523.0
696,2016-07-14 05:00:00,3,5,1200,3,1,24009.16,,15932.0,6780.5,28016.6,6780.5
697,2016-07-14 05:10:00,89,5,1600,5,1,46788.09,,16329.0,5746.5,17044.0,5746.5
698,2016-07-14 05:25:00,70,6,1200,5,1,53490.08,,79937.5,42286.5,30281.9,42286.5
699,2016-07-14 05:30:00,3,6,1400,3,1,29707.58,,22013.5,9503.5,38825.8,9503.5
700,2016-07-14 05:37:00,13,3,1600,5,1,23900.5,,9708.0,3740.5,14928.5,3740.5
701,2016-07-14 05:45:00,89,6,1300,5,1,33137.09,,15869.0,5683.5,14032.9,5683.5
702,2016-07-14 06:00:00,3,7,1200,3,1,35044.96,,28536.0,13058.5,50544.9,13058.5
703,2016-07-14 06:05:00,70,7,2350,5,1,80832.26,,159054.0,68443.5,56637.0,68443.5
704,2016-07-14 06:12:00,13,4,1600,5,1,963.54,,4818.0,2595.0,12146.8,2595.0
705,2016-07-14 06:23:00,89,7,1050,5,1,19673.64,,21870.0,7786.0,19536.4,7786.0
706,2016-07-14 06:30:00,3,8,2025,3,1,68114.79,,44318.5,16709.0,62916.5,16709.0
707,2016-07-14 06:40:00,70,8,1000,5,1,44203.51,,88486.8,39448.2,39223.4,39448.2
708,2016-07-14 06:48:00,13,5,1300,5,1,6043.51,,8022.5,4013.0,18271.1,4013.0
709,2016-07-14 07:00:00,89,8,1400,5,1,21076.91,,22213.0,8479.5,21028.3,8479.5
710,2016-07-14 07:05:00,3,9,1600,3,1,59062.44,,41774.5,17294.0,61682.6,17294.0
711,2016-07-14 07:25:00,13,6,1300,5,1,30514.64,,29100.0,9891.5,31822.7,9891.5
712,2016-07-14 08:00:00,13,7,2200,5,1,18740.64,,27131.0,9729.5,39863.6,9729.5
713,2016-07-14 08:35:00,13,8,1600,5,1,14610.08,,28362.5,10763.5,43794.7,10763.5
714,2016-07-15 02:15:00,91,1,1000,1,1,17008.26,,7763.0,3440.0,8677.49,3440.0
715,2016-07-15 02:25:00,9,1,1100,4,2,20784.92,,14324.0,5432.5,26636.0,5432.5
716,2016-07-15 02:30:00,73,1,900,6,1,13760.71,,16790.5,7543.5,11041.0,7543.5
717,2016-07-15 02:38:00,30,1,800,5,1,15743.06,,6660.0,1443.0,3989.52,1443.0
718,2016-07-15 02:50:00,91,2,1000,1,1,23595.96,,5430.0,1184.5,5004.53,1184.5
719,2016-07-15 03:00:00,9,2,1100,4,2,25984.37,,17897.0,8819.0,32631.9,8819.0
720,2016-07-15 03:05:00,73,2,1100,6,1,12042.26,,18017.0,8480.0,14311.7,8480.0
721,2016-07-15 03:13:00,30,2,1700,5,1,18309.93,,9792.0,3904.0,7791.5,3904.0
722,2016-07-15 03:25:00,91,3,1200,1,1,40314.33,,9087.5,3104.0,7137.02,3104.0
723,2016-07-15 03:30:00,9,3,1100,4,2,23766.34,,14477.5,5576.5,25670.4,5576.5
724,2016-07-15 03:40:00,73,3,1300,6,1,18899.82,,18079.0,8905.0,13147.0,8905.0
725,2016-07-15 03:48:00,30,3,1200,5,1,13941.62,,12482.5,5081.5,11448.4,5081.5
726,2016-07-15 04:00:00,9,4,1300,4,2,52394.36,,17435.0,7850.0,29258.9,7850.0
727,2016-07-15 04:05:00,91,4,1600,1,1,21339.37,,15231.5,7253.5,12558.8,7253.5
728,2016-07-15 04:20:00,73,4,1600,6,1,27074.2,,29756.8,14385.1,16943.2,14385.1
729,2016-07-15 04:27:00,30,4,800,5,1,31325.63,,13584.5,4709.5,9870.21,4709.5
730,2016-07-15 04:30:00,9,5,1300,4,2,30632.71,,13780.0,5949.0,21586.2,5949.0
731,2016-07-15 04:40:00,91,5,1000,1,1,16998.53,,21899.4,9574.76,16897.3,9574.76
732,2016-07-15 04:55:00,73,5,900,6,1,17907.14,,24510.5,12447.9,19749.1,12447.9
733,2016-07-15 05:00:00,9,6,1100,4,2,54550.78,,15739.5,3956.5,25630.5,3956.5
734,2016-07-15 05:04:00,30,5,1350,5,1,9093.47,,10843.5,4143.0,9067.92,4143.0
735,2016-07-15 05:15:00,91,6,1400,1,1,19262.1,,21581.7,8807.07,12709.0,8807.07
736,2016-07-15 05:30:00,9,7,1100,4,2,53997.79,,25477.8,9941.8,43366.6,9941.8
737,2016-07-15 05:35:00,73,6,1400,6,1,12466.67,,30756.8,13038.6,12607.2,13038.6
738,2016-07-15 05:42:00,30,6,1350,5,1,13150.97,,13142.5,4945.0,13291.3,4945.0
739,2016-07-15 05:55:00,91,7,2000,1,1,28492.04,,25566.4,9459.4,18158.0,9459.4
740,2016-07-15 06:00:00,9,8,1900,4,2,22438.71,,24083.2,10189.0,41329.9,10189.0
741,2016-07-15 06:10:00,73,7,1300,6,1,21683.25,,49901.8,22392.1,22819.7,22392.1
742,2016-07-15 06:20:00,30,7,1200,5,1,65647.35,,25775.5,9699.0,20152.1,9699.0
743,2016-07-15 06:30:00,9,9,1200,4,2,61899.62,,38386.5,15972.1,62361.9,15972.1
744,2016-07-15 06:35:00,91,8,1300,1,1,10954.68,,38654.7,16421.4,16037.2,16421.4
745,2016-07-15 06:45:00,73,8,1100,6,1,31997.43,,49524.5,20260.0,32944.6,20260.0
746,2016-07-16 01:30:00,1,1,1200,1,1,,,,,,
747,2016-07-16 01:35:00,38,1,1400,8,1,103462.37,,74755.5,39054.0,36655.9,39054.0
748,2016-07-16 01:40:00,31,2,1150,4,1,4953.61,,3016.0,1111.5,6450.22,1111.5
749,2016-07-16 01:50:00,36,1,1200,5,1,109936.04,,66740.5,32938.0,116220.0,32938.0
750,2016-07-16 01:54:00,61,1,2000,7,1,6746.11,,11057.0,5064.5,5352.38,5064.5
751,2016-07-16 01:58:00,42,1,900,5,2,4249.34,,6475.5,1523.5,6744.74,1523.5
752,2016-07-16 02:02:00,94,1,3340,8,1,34147.57,,6084.5,4.5,4565.55,4.5
753,2016-07-16 02:07:00,1,2,1200,1,1,9164.8,,8698.0,3215.5,14703.0,3215.5
754,2016-07-16 02:10:00,38,2,1500,8,1,49643.64,,90070.5,51923.5,42028.4,51923.5
755,2016-07-16 02:13:00,31,3,1350,4,1,1834.55,,2210.5,1003.0,4932.64,1003.0
756,2016-07-16 02:17:00,66,1,1200,7,2,52410.53,,32856.5,13723.5,19716.8,13723.5
757,2016-07-16 02:25:00,36,2,1200,5,1,181478.25,,71909.0,37966.0,97766.1,37966.0
758,2016-07-16 02:29:00,61,2,1200,7,1,7077.94,,17482.5,7099.5,6566.63,7099.5
759,2016-07-16 02:33:00,42,2,900,5,2,5747.75,,7019.5,2838.0,6476.53,2838.0
760,2016-07-16 02:37:00,94,2,3340,8,1,37220.62,,6967.5,1538.5,8003.25,1538.5
761,2016-07-16 02:41:00,26,1,1000,6,1,4714.26,,5259.5,1420.5,4969.78,1420.5
762,2016-07-16 02:43:00,1,3,1600,1,1,5443.0,,6736.5,3210.0,15591.0,3210.0
763,2016-07-16 02:45:00,38,3,1200,8,1,57336.62,,79017.5,42658.0,31290.3,42658.0
764,2016-07-16 02:48:00,31,4,1650,4,1,1689.48,,2196.5,1012.0,3378.84,1012.0
765,2016-07-16 02:52:00,66,2,1800,7,2,50299.26,,49778.5,24857.0,28817.4,24857.0
766,2016-07-16 02:56:00,95,1,2100,5,2,9354.99,,4618.5,882.0,1665.6,882.0
767,2016-07-16 03:00:00,36,3,2000,5,1,178875.49,,85993.0,43274.5,121860.0,43274.5
768,2016-07-16 03:04:00,61,3,1200,7,1,3232.11,,16625.0,7197.0,10236.6,7197.0
769,2016-07-16 03:08:00,42,3,1400,5,2,7289.46,,6721.0,2742.5,6874.54,2742.5
770,2016-07-16 03:12:00,94,3,1500,8,1,31797.78,,15712.5,4138.5,16170.6,4138.5
771,2016-07-16 03:16:00,26,2,1000,6,1,7092.39,,5938.0,2386.5,5880.59,2386.5
772,2016-07-16 03:18:00,1,4,1600,1,1,5981.17,,6046.0,2298.0,11472.0,2298.0
773,2016-07-16 03:20:00,38,4,2000,8,1,82277.28,,111276.0,59669.0,41877.4,59669.0
774,2016-07-16 03:25:00,31,5,1150,4,1,8774.58,,4989.5,632.5,6623.84,632.5
775,2016-07-16 03:30:00,66,3,1400,7,2,119674.3,,50753.0,10814.5,26663.8,10814.5
776,2016-07-16 03:34:00,95,2,1200,5,2,4426.08,,10366.5,3254.5,4656.15,3254.5
777,2016-07-16 03:38:00,36,4,2000,5,1,203178.36,,120138.0,57869.5,159180.0,57869.5
778,2016-07-16 03:42:00,61,4,1000,7,1,12604.47,,21075.5,10070.0,11544.3,10070.0
779,2016-07-16 03:46:00,42,4,1300,5,2,8054.3,,10502.5,2424.0,6541.18,2424.0
780,2016-07-16 03:48:00,46,1,1600,4,1,,,,,,
781,2016-07-16 03:50:00,94,4,1100,8,1,27736.74,,21790.0,7731.0,16217.5,7731.0
782,2016-07-16 03:53:00,1,5,1600,1,1,15384.62,,6669.5,2962.0,12156.2,2962.0
783,2016-07-16 03:55:00,38,5,1500,8,1,61491.78,,129087.0,70783.0,47574.9,70783.0
784,2016-07-16 03:59:00,26,3,1400,6,1,7025.86,,5725.0,1841.5,5660.26,1841.5
785,2016-07-16 04:03:00,31,6,1150,4,1,35004.13,,8457.5,2237.5,8807.07,2237.5
786,2016-07-16 04:07:00,66,4,3200,7,2,115804.6,,72976.0,26913.5,42327.1,26913.5
787,2016-07-16 04:11:00,95,3,1400,5,2,1343.37,,9290.3,3407.0,5395.26,3407.0
788,2016-07-16 04:15:00,36,5,1400,5,1,167606.99,,107406.0,50010.5,153816.0,50010.5
789,2016-07-16 04:19:00,61,5,1600,7,1,11014.28,,25584.5,11096.0,12306.4,11096.0
790,2016-07-16 04:23:00,42,5,1400,5,2,9554.21,,8213.0,3564.5,7055.56,3564.5
791,2016-07-16 04:25:00,46,2,1200,4,1,,,,,,
792,2016-07-16 04:27:00,94,5,2100,8,1,19581.82,,22845.5,9611.0,17291.3,9611.0
793,2016-07-16 04:31:00,26,4,1400,6,1,2570.34,,6990.5,2401.0,8700.97,2401.0
794,2016-07-16 04:33:00,1,6,2100,1,1,20168.4,,7148.5,2756.0,13391.0,2756.0
795,2016-07-16 04:35:00,38,6,1400,8,1,102485.69,,190744.0,90992.0,67988.3,90992.0
796,2016-07-16 04:39:00,31,7,1650,4,1,34494.31,,3487.5,956.5,6850.68,956.5
797,2016-07-16 04:43:00,19,1,1200,5,2,37276.0,,16825.0,3722.0,29624.2,3722.0
798,2016-07-16 04:47:00,66,5,1400,7,2,69760.32,,86042.5,39701.0,48850.4,39701.0
799,2016-07-16 04:51:00,95,4,1400,5,2,2628.54,,15440.5,5718.5,8260.8,5718.5
800,2016-07-16 04:55:00,36,6,1400,5,1,133771.4,,114154.0,59590.0,174524.0,59590.0
801,2016-07-16 04:59:00,61,6,1400,7,1,11601.68,,30998.0,14295.5,12581.1,14295.5
802,2016-07-16 05:03:00,42,6,2200,5,2,3877.48,,10320.0,4277.0,10755.2,4277.0
803,2016-07-16 05:05:00,46,3,1200,4,1,,,,,,
804,2016-07-16 05:07:00,94,6,1500,8,1,45308.09,,40278.5,14816.3,33650.3,14816.3
805,2016-07-16 05:11:00,26,5,1200,6,1,4062.1,,10638.0,3451.5,8497.21,3451.5
806,2016-07-16 05:13:00,1,7,1400,1,1,16739.28,,12825.5,4315.0,18622.0,4315.0
807,2016-07-16 05:15:00,38,7,1200,8,1,109706.74,,170684.0,78953.0,64668.8,78953.0
808,2016-07-16 05:19:00,31,8,1350,4,1,9909.87,,8024.0,2100.0,8666.17,2100.0
809,2016-07-16 05:23:00,19,2,1000,5,2,60594.27,,28605.0,9956.5,53401.8,9956.5
810,2016-07-16 05:27:00,66,6,1500,7,2,111183.44,,87490.0,34258.5,44718.4,34258.5
811,2016-07-16 05:31:00,95,5,1200,5,2,5627.32,,19278.5,6337.5,10307.8,6337.5
812,2016-07-16 05:35:00,36,7,1400,5,1,276270.59,,177370.0,75947.5,207667.0,75947.5
813,2016-07-16 05:39:00,61,7,1400,7,1,28537.4,,34396.5,14845.5,17410.0,14845.5
814,2016-07-16 05:43:00,42,7,1200,5,2,12741.04,,17948.0,5406.5,14496.0,5406.5
815,2016-07-16 05:45:00,46,4,1100,4,1,,,,,,
816,2016-07-16 05:47:00,94,7,1200,8,1,33716.65,,27845.5,6882.6,22580.8,6882.6
817,2016-07-16 05:51:00,26,6,1200,6,1,12692.17,,16910.5,5559.5,14428.7,5559.5
818,2016-07-16 05:53:00,1,8,1400,1,1,26200.94,,12330.0,4380.0,19934.0,4380.0
819,2016-07-16 05:55:00,38,8,1350,8,1,106410.92,,212018.0,85434.5,74437.7,85434.5
820,2016-07-16 05:59:00,31,9,1000,4,1,18975.64,,10736.5,2126.5,8260.48,2126.5
821,2016-07-16 06:03:00,19,3,1200,5,2,32096.99,,31277.0,9669.5,52502.5,9669.5
822,2016-07-16 06:07:00,66,7,1200,7,2,125541.24,,78144.0,27641.0,36012.7,27641.0
823,2016-07-16 06:11:00,95,6,1200,5,2,8111.35,,22688.5,6929.0,9847.8,6929.0
824,2016-07-16 06:15:00,36,8,1100,5,1,327677.49,,216236.0,94015.1,272611.0,94015.1
826,2016-07-16 06:19:00,61,8,1300,7,1,6261.68,,24760.0,11809.5,10178.2,11809.5
827,2016-07-16 06:23:00,42,8,1400,5,2,23899.55,,18382.0,6628.5,12919.9,6628.5
828,2016-07-16 06:25:00,46,5,1900,4,1,,,,,,
829,2016-07-16 06:27:00,94,8,1500,8,1,56952.14,,38024.0,15203.8,29733.3,15203.8
830,2016-07-16 06:31:00,26,7,1609,6,1,7943.99,,9548.5,3460.5,7890.09,3460.5
831,2016-07-16 06:33:00,1,9,1200,1,1,15689.16,,12280.0,4603.5,22688.3,4603.5
832,2016-07-16 06:35:00,38,9,1200,8,1,85981.89,,166145.0,73145.0,69776.4,73145.0
833,2016-07-16 06:39:00,19,4,1400,5,2,33070.92,,16371.0,6194.5,40831.1,6194.5
834,2016-07-16 06:43:00,66,8,1600,7,2,43680.23,,87983.0,38094.0,42660.9,38094.0
835,2016-07-16 06:47:00,49,1,1050,5,2,3079.34,,6886.0,2253.0,6390.54,2253.0
836,2016-07-16 06:50:00,36,9,1200,5,1,173149.37,,154196.0,68404.0,193566.0,68404.0
838,2016-07-16 07:02:00,46,6,2000,4,1,,,,,,
839,2016-07-16 07:07:00,94,9,1100,8,1,58335.13,,65284.0,25058.9,48449.4,25058.9
840,2016-07-16 07:15:00,19,5,1650,5,2,52450.28,,40634.5,14873.5,65930.0,14873.5
841,2016-07-16 07:25:00,49,2,1200,5,2,27369.0,,24766.5,5954.5,18190.8,5954.5
843,2016-07-16 07:42:00,46,7,1200,4,1,,,,,,
844,2016-07-16 07:50:00,19,6,1650,5,2,33716.67,,40589.0,16363.0,72601.0,16363.0
845,2016-07-16 08:00:00,49,3,1300,5,2,21154.92,,15719.0,5323.0,14733.9,5323.0
847,2016-07-16 08:25:00,19,7,1000,5,2,42991.53,,39350.5,13421.0,84142.1,13421.0
848,2016-07-16 08:35:00,49,4,1050,5,2,7762.52,,14256.5,5055.5,12119.4,5055.5
850,2016-07-16 09:00:00,19,8,2100,5,2,33939.23,,42758.5,16962.5,92011.3,16962.5
851,2016-07-16 09:10:00,49,5,1625,5,2,1898.35,,7535.5,2939.0,7014.4,2939.0
853,2016-07-16 09:45:00,49,6,1625,5,2,7216.94,,7421.0,1762.0,7532.9,1762.0
854,2016-07-16 10:20:00,49,7,1200,5,2,13623.03,,11954.5,3655.0,12474.5,3655.0
855,2016-07-17 01:50:00,40,1,1300,3,2,18881.68,,3317.0,725.5,2888.36,725.5
856,2016-07-17 02:05:00,70,1,2920,5,1,15393.82,,17183.5,7301.5,7670.03,7301.5
857,2016-07-17 02:15:00,64,1,1000,8,1,2687.54,,7355.5,3325.0,5074.88,3325.0
858,2016-07-17 02:25:00,40,2,1400,3,2,24405.9,,7838.5,2588.5,6988.69,2588.5
859,2016-07-17 02:30:00,32,1,3500,8,1,24652.23,,9586.5,2300.0,15711.4,2300.0
860,2016-07-17 02:40:00,70,2,1700,5,1,15975.21,,16717.5,8151.5,10305.2,8151.5
861,2016-07-17 02:45:00,96,1,2000,8,1,8142.95,,2217.0,416.0,1983.25,416.0
862,2016-07-17 02:50:00,97,1,2000,3,1,13414.41,,5409.5,2703.5,10899.5,2703.5
863,2016-07-17 02:55:00,64,2,1000,8,1,7281.41,,7186.0,3676.0,5232.92,3676.0
864,2016-07-17 03:05:00,40,3,1200,3,2,27871.56,,8055.5,2522.5,7377.4,2522.5
865,2016-07-17 03:10:00,32,2,3500,8,1,75332.76,,10816.5,4033.0,20235.5,4033.0
866,2016-07-17 03:20:00,70,3,1100,5,1,29211.02,,23055.0,10137.0,10385.9,10137.0
867,2016-07-17 03:25:00,96,2,1200,8,1,10575.19,,6596.0,1868.0,8786.86,1868.0
868,2016-07-17 03:30:00,97,2,1400,3,1,18157.28,,8624.0,3615.0,17978.0,3615.0
869,2016-07-17 03:35:00,64,3,1400,8,1,13575.7,,10633.5,3547.0,8682.85,3547.0
870,2016-07-17 03:45:00,40,4,1200,3,2,30241.47,,12676.0,2297.5,10659.4,2297.5
871,2016-07-17 03:50:00,32,3,1400,8,1,21794.57,,18200.0,8757.5,36704.3,8757.5
872,2016-07-17 04:00:00,70,4,1100,5,1,31331.71,,26626.0,11335.5,11296.1,11335.5
873,2016-07-17 04:05:00,96,3,1100,8,1,11085.78,,9277.0,3857.5,11736.8,3857.5
874,2016-07-17 04:10:00,97,3,1400,3,1,4475.73,,7878.5,3532.5,14860.5,3532.5
875,2016-07-17 04:15:00,64,4,1000,8,1,2243.23,,8452.5,4970.0,6276.77,4970.0
876,2016-07-17 04:25:00,40,5,1000,3,2,50247.91,,14364.5,5575.5,14076.4,5575.5
877,2016-07-17 04:30:00,32,4,1400,8,1,21973.48,,17349.0,7288.0,28759.7,7288.0
878,2016-07-17 04:35:00,55,1,1100,10,3,14874.75,,3486.0,1793.0,11004.6,1793.0
879,2016-07-17 04:40:00,70,5,1100,5,1,34611.74,,37763.6,16969.5,24976.7,16969.5
880,2016-07-17 04:45:00,97,4,1590,3,1,11494.99,,8050.0,2844.0,13256.5,2844.0
881,2016-07-17 04:49:00,96,4,1430,8,1,9251.97,,8020.5,3323.5,9688.61,3323.5
882,2016-07-17 04:53:00,64,5,1200,8,1,9187.46,,13298.5,5109.0,6449.27,5109.0
883,2016-07-17 04:55:00,57,1,1200,4,1,706.28,,1040.5,276.0,658.0,276.0
884,2016-07-17 05:00:00,32,5,2200,8,1,29188.39,,19167.5,8462.0,30147.2,8462.0
885,2016-07-17 05:05:00,40,6,1200,3,2,55448.06,,22060.0,5687.5,17704.8,5687.5
886,2016-07-17 05:12:00,55,2,1300,10,3,17675.18,,10255.5,2622.0,18251.8,2622.0
887,2016-07-17 05:15:00,97,5,1590,3,1,23235.57,,15385.5,5809.5,26451.9,5809.5
888,2016-07-17 05:19:00,70,6,1100,5,1,12517.4,,26153.0,12725.5,9448.8,12725.5
889,2016-07-17 05:23:00,96,5,2000,8,1,5005.58,,7229.5,3111.5,7200.8,3111.5
890,2016-07-17 05:27:00,64,6,1200,8,1,3955.77,,8786.5,4014.5,7147.68,4014.5
891,2016-07-17 05:30:00,32,6,1400,8,1,19412.68,,17688.0,10598.5,34969.6,10598.5
892,2016-07-17 05:34:00,57,2,1200,4,1,656.69,,1207.0,161.0,593.5,161.0
893,2016-07-17 05:42:00,40,7,1400,3,2,41972.52,,18491.5,5781.0,13548.7,5781.0
894,2016-07-17 05:45:00,97,6,1100,3,1,9940.02,,13064.0,5760.0,21778.5,5760.0
895,2016-07-17 05:49:00,55,3,2100,10,3,260.88,,1924.0,1034.0,5817.86,1034.0
896,2016-07-17 05:53:00,70,7,1400,5,1,18221.71,,43942.7,20495.5,18379.0,20495.5
897,2016-07-17 05:57:00,96,6,1100,8,1,7801.06,,7995.0,3326.0,8112.4,3326.0
898,2016-07-17 06:00:00,32,7,1600,8,1,13932.19,,18770.5,9824.5,38838.1,9824.5
899,2016-07-17 06:05:00,64,7,1600,8,1,8412.36,,14986.0,5722.5,10719.2,5722.5
900,2016-07-17 06:14:00,57,3,1100,4,1,3756.88,,6715.0,909.0,4632.5,909.0
901,2016-07-17 06:15:00,97,7,1400,3,1,7234.71,,10932.0,4485.0,20356.9,4485.0
902,2016-07-17 06:19:00,40,8,1600,3,2,6797.15,,13142.5,5937.0,7118.58,5937.0
903,2016-07-17 06:23:00,55,4,1200,10,3,171.36,,2381.5,1386.0,6632.29,1386.0
904,2016-07-17 06:27:00,70,8,1600,5,1,23615.99,,45524.0,20658.0,21617.3,20658.0
905,2016-07-17 06:30:00,32,8,1600,8,1,23704.94,,24048.5,12025.0,48893.2,12025.0
906,2016-07-17 06:35:00,96,7,1430,8,1,8218.85,,8963.5,3588.0,8156.5,3588.0
907,2016-07-17 06:42:00,64,8,1400,8,1,14146.07,,23425.0,8274.5,18060.1,8274.5
908,2016-07-17 06:45:00,97,8,1200,3,1,9014.19,,14198.0,4962.5,23792.7,4962.5
909,2016-07-17 06:54:00,57,4,1600,4,1,19494.32,,5004.5,699.0,4485.5,699.0
910,2016-07-17 07:05:00,55,5,1200,10,3,4587.44,,9076.0,1948.0,18110.7,1948.0
911,2016-07-17 07:32:00,57,5,1400,4,1,6735.04,,4974.0,946.5,4975.85,946.5
912,2016-07-17 07:43:00,55,6,1400,10,3,12995.74,,19844.5,6531.0,38106.8,6531.0
913,2016-07-17 08:13:00,55,7,1400,10,3,17637.47,,17572.0,6282.0,40380.3,6282.0
914,2016-07-18 02:00:00,98,1,1600,3,1,9267.53,,10381.5,4985.0,8098.6,4985.0
915,2016-07-18 02:30:00,22,1,1105,5,1,5539.51,,11302.5,4690.5,17896.2,4690.5
916,2016-07-18 02:35:00,98,2,1100,3,1,788.75,,5953.0,2843.5,4665.79,2843.5
917,2016-07-18 02:50:00,28,1,1200,7,1,11884.4,,12904.5,6255.5,7889.36,6255.5
918,2016-07-18 03:00:00,22,2,1305,5,1,11449.75,,11548.5,6289.0,21224.9,6289.0
919,2016-07-18 03:10:00,98,3,1100,3,1,1761.92,,8929.0,3430.5,5465.79,3430.5
920,2016-07-18 03:25:00,28,2,1300,7,1,13156.4,,14689.0,7247.0,9903.5,7247.0
921,2016-07-18 03:30:00,22,3,2005,5,1,15880.16,,10101.0,5211.5,17203.8,5211.5
922,2016-07-18 03:45:00,98,4,1100,3,1,2933.95,,5286.0,2601.0,3196.16,2601.0
923,2016-07-18 04:00:00,22,4,2005,5,1,14867.62,,13123.0,6450.5,23771.0,6450.5
924,2016-07-18 04:05:00,28,3,1600,7,1,15231.02,,16389.0,8568.5,10714.9,8568.5
925,2016-07-18 04:20:00,98,5,1100,3,1,260.79,,5696.5,3190.5,2500.21,3190.5
926,2016-07-18 04:30:00,22,5,1205,5,1,19819.64,,15370.0,7736.0,26869.6,7736.0
927,2016-07-18 04:40:00,28,4,1600,7,1,15086.37,,19828.5,9327.0,11137.7,9327.0
928,2016-07-18 04:55:00,98,6,1100,3,1,3773.72,,11025.0,3303.5,7543.45,3303.5
929,2016-07-18 05:00:00,22,6,1205,5,1,5756.33,,15793.5,7801.5,30348.4,7801.5
930,2016-07-18 05:15:00,28,5,2100,7,1,8798.34,,20175.0,10287.0,16342.7,10287.0
931,2016-07-18 05:30:00,22,7,1005,5,1,16724.58,,24994.0,10339.5,36908.5,10339.5
932,2016-07-18 05:35:00,98,7,1300,3,1,3115.05,,14518.0,7074.0,9029.31,7074.0
933,2016-07-18 05:55:00,28,6,1400,7,1,22140.34,,33187.0,13448.0,21217.7,13448.0
934,2016-07-18 06:00:00,22,8,1105,5,1,34309.56,,13255.0,4804.0,26229.2,4804.0
935,2016-07-18 06:15:00,98,8,1300,3,1,12964.94,,21040.5,7918.5,16748.0,7918.5
936,2016-07-18 06:30:00,22,9,1405,5,1,26967.98,,24413.0,10840.5,46094.9,10840.5
937,2016-07-18 06:35:00,28,7,1300,7,1,5798.75,,24854.5,12014.5,15773.8,12014.5
938,2016-07-18 06:55:00,98,9,1300,3,1,23006.32,,29719.5,12681.0,22193.7,12681.0
939,2016-07-19 01:55:00,63,2,900,8,1,21167.17,,12580.0,5184.5,6796.4,5184.5
940,2016-07-19 02:25:00,32,1,1600,4,3,28768.31,,10672.0,5735.0,15580.6,5735.0
941,2016-07-19 02:30:00,63,3,900,8,1,21625.14,,15585.5,5613.0,7750.88,5613.0
942,2016-07-19 02:48:00,99,1,1000,6,1,13449.85,,6342.0,1804.0,5224.03,1804.0
943,2016-07-19 03:00:00,32,2,2200,4,3,31640.0,,11575.0,6170.5,22553.4,6170.5
944,2016-07-19 03:05:00,63,4,1150,8,1,1756.25,,9011.0,4504.0,6597.13,4504.0
945,2016-07-19 03:23:00,99,2,1200,6,1,7899.22,,9123.0,3255.5,7774.62,3255.5
946,2016-07-19 03:30:00,32,3,1100,4,3,46018.46,,17202.5,8426.0,28814.9,8426.0
947,2016-07-19 03:40:00,63,5,1570,8,1,45071.39,,16720.9,7317.5,10895.3,7317.5
948,2016-07-19 03:57:00,99,3,1400,6,1,26272.94,,10026.0,3403.5,9136.55,3403.5
949,2016-07-19 04:00:00,32,4,1200,4,3,18370.62,,16008.0,7335.0,32620.4,7335.0
950,2016-07-19 04:15:00,63,6,1570,8,1,16717.52,,23314.2,10322.0,16541.0,10322.0
951,2016-07-19 04:30:00,32,5,1600,4,3,34748.31,,16668.0,9428.5,31428.9,9428.5
952,2016-07-19 04:35:00,99,4,800,6,1,64542.69,,13351.0,3973.0,14073.3,3973.0
